idx,tax1,tax2,tax3,company,address,city,lat,lng,website
626,Energy Efficiency,Finance,,"Slipstream Group, Inc.","20 N Upper Wacker Dr Suite 1642, Chicago, IL 60606",Chicago,41.882608,-87.637261,https://slipstreaminc.org/
627,Utility/Grid,Media,Finance,Smart Grid Cluster,"10 W 35th St, Chicago, IL 60616",Chicago,41.831401,-87.62724,http://smartgridcluster.com/ 
628,Security/Cybersecurity,Consulting,Professional Services,SMBHD,"4147 N Ravenswood Ave Suite 100, Chicago, IL 60613",Chicago,41.957458,-87.673475,https://www.smbhd.com/
629,Architecture/Design,Engineering,Consulting,"Smith Seckman Reid, Inc.","400 W Liberty Dr Suite B, Wheaton, IL 60187",Wheaton,41.863895,-88.111831,www.ssr-inc.com
630,Oil and Gas,Academia/Research,Engineering,Smiths Group PLC,"6400 W Oakton St, Morton Grove IL, 60053",Morton Grove IL,42.02647,-87.793939,www.smiths.com
631,Solar,Storage,Professional Services,"SoCore Energy, LLC","225 W Hubbard St Suite 200, Chicago, IL 60654",Chicago,41.889717,-87.63526,https://www.bloomberg.com/profile/company/0835475D:US
632,Energy Efficiency,Utility/Grid,Consulting,"SOL VISTA, LLC","8070 Georgia Ave Suite 401, Silver Spring, MD 20910",Silver Spring,38.989375,-77.027063,http://www.solvista.com/
633,Solar,Finance,Professional Services,Solar Energy of Illinois,"4735 Locust Ave, Glenview, IL 60025",Glenview,42.081743,-87.875286,http://www.solarenergyofillinois.com/
634,Solar,Built Environment,Professional Services,Solar Service Inc.,"7312 N Milwaukee Ave, Niles, IL 60714",Niles,42.01415,-87.80367,https://www.cleanenergyauthority.com/illinois-solar-installers/solar-service-inc 
635,Solar,Manufacturing,,Solarland USA,"100 S Saunders Rd, Lake Forest, IL 60045",Lake Forest,42.238724,-87.898439,http://www.solarlandusa.com/
636,Solar,Consulting,,"SolarWerks, LLC.","2817 N Lakewood Ave, Chicago, IL 60657",Chicago,41.93309,-87.660858,http://solarwerksllc.com/
637,Consulting,Utility/Grid,Engineering,Solo Energy Solutions Corp.,"40 E 9th St, Chicago, IL 60605",Chicago,41.870747,-87.626392,https://www.soloenergysolutions.com/
638,Consulting,Utility/Grid,Energy Systems/Management,South Shore Energy Solutions,"2937 W Estes Ave, Chicago, IL 60645",Chicago,42.009957,-87.703621,http://southshoreenergy.com/
639,Oil and Gas,Energy Efficiency,,Southern Company Gas,"1844 W Ferry Rd, Naperville, IL 60606",Naperville,41.806262,-88.196444,https://southerncompanygas.com/
640,IoT/IIoT,Consulting,Professional Services,Sphera,"130 E Randolph St Suite 2900, Chicago, IL 60601",Chicago,41.884957,-87.623052,https://sphera.com/
641,Oil and Gas,Professional Services,,St. Marys Petroleum Inc.,"960 Rand Rd Suite 208, Des Plaines, IL 60016",Des Plaines,42.056695,-87.901029,http://stmaryspetroleum.com/
642,Oil and Gas,,,State Oil Company,"31366 N US Highway 45, Libertyville, IL 60048",Libertyville,42.318963,-88.005041,http://www.stateoilcompany.com/about_us.htm
643,Enabling Technologies/Components,Materials,,Steiner Electric Company,"1250 Touhy Ave, Elk Grove Village, IL 60007",Elk Grove Village,42.008136,-87.967933,https://www.steinerelectric.com/
644,Energy Efficiency,Built Environment,Professional Services,Steinhardt Builders,"8023 Ridgeway Ave, Skokie, IL 60076",Skokie,42.027083,-87.721805,http://steinhardtbuilders.com/
645,Wave/Water/Hydro,Evaluation/Compliance,,Stericycle Inc.," 28161 N Keith Dr, Lake Forest, IL 60045",Lake Forest,42.27168,-87.90237,www.stericycle.com
646,Storage,Manufacturing,,"Storage Battery Systems, LLC","179 Easy St, Carol Stream, IL 60188",Carol Stream,41.896885,-88.116096,https://www.sbsbattery.com/
647,Solar,Built Environment,Professional Services,StraightUp Solar,"505 N Main St Suite A, Bloomington, IL 61701",Bloomington,40.482567,-88.993421,https://straightupsolar.com/ 
648,Consulting,Nuclear,Professional Services,Strategic Talent Solutions,"135 S LaSalle St Suite 3300, Chicago, IL 60603",Chicago,41.879759,-87.631402,https://www.strattalent.com/
649,Wind,,,Streator Cayuga Ridge Wind Farm,"25482 E 2300 N Rd, Odell, IL 60460
",Odell,40.963114,-88.444817,https://www.avangridrenewables.com/
650,Storage,IoT/IIoT,,Stryde Technologies,"300 N Canal St APT 1505, Chicago, IL, 60606",Chicago,41.887348,-87.640462,http://strydetechnologies.com/
651,Architecture/Design,Energy Efficiency,Engineering,SUMAC Inc.,"3701 N Ravenswood Ave, Chicago, IL 60613",Chicago,41.948999,-87.673366,www.sumacinc.com
652,Solar,Professional Services,Finance,Sun Badger Solar,"121 N Marion St Suite 200, Oak Park, IL 60301",Oak Park,41.887983,-87.802629,https://sunbadger.com/
653,Coal,,,SunCoke Energy Inc.,"1011 Warrenville Rd Floor 6, Lisle, IL 60532",Lisle,41.807183,-88.074051,http://suncoke.com/English/Home/default.aspx 
654,Wind,Solar,,Suzlon Energy Ltd,"8750 W Bryn Mawr Ave, Chicago, IL 60631",Chicago,41.98306,-87.844308,https://www.suzlon.com/
655,Law,Environmental Remediation,,"Swanson, Martin & Bell, LLP","330 N Wabash Suite 3300, Chicago, IL 60611",Chicago,41.888631,-87.6275,https://www.smbtrials.com/environmental-law
656,Security/Cybersecurity,Consulting,Professional Services,Switchfast Technologies,"4043 N Ravenswood Ave Suite 203, Chicago, IL 60613",Chicago,41.955798,-87.673522,https://www.switchfast.com/
657,Oil and Gas,Coal,,Synata Bio,"4575 Weaver Pkwy Suite 100, Warrenville, IL 60555",Warrenville,41.802278,-88.15833,https://www.truenorthvp.com/company/synata-bio/
658,Consulting,Engineering,Lighting,"Syska Hennessy Group, Inc.","330 N Wabash Ave Suite 1505, Chicago, IL 60611",Chicago,41.88863,-87.627499,www.syska.com
659,Oil and Gas,Storage,,Targa,"40 Shuman Blvd, Naperville, IL 60563",Naperville,41.803372,-88.143939,https://www.targaresources.com/
660,Biofuels,Solar,Professional Services,Targray,"8500 W 68th St, Bedford Park, IL 60501",Bedford Park,41.766511,-87.8291,https://www.targray.com/biofuels/biodiesel/us/illinois/chicago
661,Thermal Energy ,Energy Systems/Management,Professional Services,TDH Mechanical Inc.,"1623 W Montrose Ave, Chicago, IL 60613",Chicago,41.961371,-87.67023,https://tdhmechanical.com/heating/geothermal-heating/
662,Storage,Marketing,,Technical Power Systems,"4642 Western Ave, Lisle, IL 60532",Lisle,41.800318,-88.097244,https://www.technicalpowersystems.com/
663,Oil and Gas,Professional Services,Consulting,TechnipFMC PLC,"450 E Roosevelt Rd, West Chicago, IL 60185",West Chicago,41.86242,-88.199248,https://www.technipfmc.com/en
664,Accelerator/Incubator,,,Techstars Chicago,"222 W Merchandise Mart Plz Suite 1212, Chicago, IL 60654",Chicago,41.888865,-87.635493,https://www.techstars.com/accelerators/chicago
665,Thermal Energy ,Energy Systems/Management,Professional Services,Temperature Pro,"540 W 35th St Suite 102, Chicago, IL 60616",Chicago,41.831052,-87.640462,https://temperatureprochicago.com/services/geothermal-heating-cooling/
666,Environmental Remediation,Consulting,,TerraLocke Sustainability Consultants,"865 N Wood St, Chicago, IL 60622",Chicago,41.897835,-87.671907,http://terralocke.com/
667,Marketing,Energy Efficiency,,The Beals Group at EXIT Strategy Realty,"7300 S Cottage Grove, Chicago, IL 60619",Chicago,41.762026,-87.605759,https://www.waynebeals.com/zero-energy-capable-homes-are-here/
668,IoT/IIoT,Circular Economy,,The Climate Corporation,"1330 W Fulton St Suite 400, Chicago, IL 60607",Chicago,41.88698,-87.660262,https://climate.com/
669,Environmental Remediation,,,The Conservation Foundation,"10S404 Knoch Knolls Rd, Naperville, IL 60565",Naperville,41.717641,-88.143233,http://www.theconservationfoundation.org/
670,Consulting,Utility/Grid,Energy Systems/Management,"The Cornerstone Energy Group, Inc.","205 N Michigan Ave Suite 810, Chicago, IL, 60601",Chicago,41.886099,-87.624054,https://www.cornerstoneenergygroup.com/
671,Consulting,Energy Efficiency,,The Green Facilitator,"3903 N Keeler Ave, Chicago, IL, 60641-2916",Chicago,41.951931,-87.732056,www.thegreenfacilitator.com
672,Academia/Research,,,The Kellogg Energy Club,"2211 Campus Dr, Evanston, IL 60208 ",Evanston,42.057154,-87.671636,https://kellogg.campusgroups.com/energy/home/
673,Architecture/Design,Energy Efficiency,,The Lamar Johnson Collaborative,"35 E Wacker Dr Suite 1300, Chicago, IL 60601",Chicago,41.886629,-87.626799,https://theljc.com/
674,Environmental Remediation,,,The Land Conservancy of McHenry County,"4622 Dean St, Woodstock, IL 60098",Woodstock,42.261122,-88.449286,https://www.conservemc.org/
675,Law,Oil and Gas,Utility/Grid,The Law Office of John Ratnaswamy LLC,"225 W Washington St Suite 2200, Chicago, IL 60606",Chicago,41.882897,-87.634909,https://www.law-energy.com/
676,Law,,,"The Law Offices of Paul G. Neilan, P.C.","1954 First St Suite 390, Highland Park, IL USA 60035",Highland Park,42.187294,-87.801312,https://www.chicagoenergylawyer.com/
677,Utility/Grid,Oil and Gas,Consulting,The Power Company,"1165 N Clark St Suite 400, Chicago, IL 60610",Chicago,41.90363,-87.631169,https://thepowercompany.com/
678,Circular Economy,Consulting,,The Pri Group LLC,"600 Thomas Dr, Bensenville, IL 60106",Bensenville,41.972837,-87.947398,http://theprigroup.com/
679,Energy Systems/Management,Professional Services,Generation/Transmission,"Thermagen Power Group, LLC","150 S Wacker Dr Suite 2950, Chicago, IL 60606",Chicago,41.879595,-87.637429,http://thermagenpower.com/
680,Wave/Water/Hydro,,,Thermal Chicago Corporation,"200 W Jackson Blvd Suite 1310, Chicago, IL 60606",Chicago,41.878384,-87.634137,https://www.esdglobal.com/news/article/673-thermal-chicago-corporation
681,Law,,,Thompson Coburn LLP,"55 E Monroe St Floor 37, Chicago, IL 60603",Chicago,41.880554,-87.625536,https://www.thompsoncoburn.com/
682,Wave/Water/Hydro,,,Thorn Creek Basin Sanitary District,"700 W End Ave, Chicago Heights, IL 60411",Chicago Heights,41.516617,-87.627022,http://www.thorncreekbasin.org/
683,Consulting,Engineering,Construction,Thornton Tomasetti,"330 N Wabash Ave Suite 1500, Chicago, IL 60611",Chicago,41.88863,-87.627499,www.thorntontomasetti.com
684,Solar,Lighting,,"Tick Tock Energy, Inc.","800 E Fayette Ave, Effingham, IL 62401",Effingham,39.119985,-88.532606,https://www.ticktockenergy.com/
685,Professional Services,Construction,,Titan Electric,"1050 Spring Lake Dr, Itasca, IL 60143",Itasca,41.963942,-88.029368,https://titan-elec.com/
686,Utility/Grid,Wave/Water/Hydro,Professional Services,"Town & Country Utilities, Inc.","750 Rollins Rd, Ingleside, IL 60041",Ingleside,42.383954,-88.151463,http://www.townandcountryutilities.com/
687,Nuclear,Engineering,Manufacturing,Transco Products Inc.,"200 N LaSalle St Suite 1550, Chicago, IL 60601-1034",Chicago,41.88607,-87.633022,http://www.transcoproducts.com/
688,Marketing,Built Environment,,Transwestern Sustainability Services,"200 W Madison St Suite 1200, Chicago, IL 60606",Chicago,43.027782,-87.913637,https://transwestern.com/
689,Circular Economy,,,Tri-State Disposal Inc.,"13903 S Ashland Ave, Riverdale, IL 60827",Riverdale,41.641945,-87.657924,https://tri-statedisposal.com/
690,Construction,Consulting,Engineering,Tribco Construction Services,"10 S LaSalle St Suite 202, Chicago, IL 60603",Chicago,41.881576,-87.632672,https://www.tribco-services.com/
691,Enabling Technologies/Components,Manufacturing,,Tripp Lite,"1111 W 35th St, Chicago, IL 60609",Chicago,41.829791,-87.653395,https://www.tripplite.com/
692,Law,,,Troutman Pepper Hamilton Sanders LLP,"227 W Monroe St Suite 3900, Chicago, IL 60606",Chicago,41.880261,-87.634679,https://www.troutman.com/
693,Finance,Wave/Water/Hydro,Energy Efficiency,True North Venture Partners,"205 N Michigan Ave Suite 2930, Chicago, IL 60601",Chicago,41.886094,-87.624052,https://www.truenorthvp.com/
694,Security/Cybersecurity,Consulting,Professional Services,"Trustwave Holdings, Inc.","70 W Madison St Suite 600, Chicago, IL 60602",Chicago,41.88226,-87.630169,https://www.trustwave.com/en-us/
695,Policy,Finance,,U.S. Economic Development Administration,"230 S Dearborn St Suite 3280, Chicago, IL 60604",Chicago,41.878485,-87.629782,https://www.eda.gov/
696,Architecture/Design,Solar,Finance,UGT Renewables,"300 N LaSalle Dr Suite 2230, Chicago, IL 60654",Chicago,41.888127,-87.63272,http://urbangreentech.com/#
697,Professional Services,Construction,Lighting,Union Electric Company,"9907 S Union Ave, Chicago, IL, 60628",Chicago,41.713971,-87.64028,https://unionelectricchicago.com/
698,Enabling Technologies/Components,Oil and Gas,Marketing,"UniSource Energy, Inc.","40 Shuman Blvd Suite 290, Naperville, IL 60563",Naperville,41.803366,-88.143931,www.unisource-energy.com
699,Oil and Gas,,,United States Cylinder Gas Corporation,"11618 S Mayfield Ave, Alsip, IL 60803",Alsip,41.680886,-87.76677,www.uscylgas.com
700,Oil and Gas,Manufacturing,Materials,Universal HDD Company,"1221 Flex Ct, Lake Zurich, IL 60047",Lake Zurich,42.210487,-88.064193,www.unihdd.com
701,Academia/Research,,,"University of Chicago, Chicago Booth Energy Group","5807 S Woodlawn Ave, Chicago, IL 60637",Chicago,41.789139,-87.595456,http://www.boothenergy.org/
702,Academia/Research,,,"University of Chicago, Energy Policy Institute","5757 S University Ave, Chicago, IL 60637",Chicago,41.78992,-87.597337,https://epic.uchicago.edu
703,Academia/Research,,,"University of Chicago, Phoenix Sustainability Initiative","5757 S University Ave, Chicago, IL 60637",Chicago,41.78992,-87.597337,https://www.facebook.com/PhoenixSustainabilityUChicago/
704,Accelerator/Incubator,Academia/Research,,"University of Chicago, Polsky Accelerator","5807 S Woodlawn Ave Suite 207, Chicago, IL 60637",Chicago,41.789363,-87.595456,https://polsky.uchicago.edu/programs-events/polsky-accelerator/
705,Academia/Research,,,"University of Chicago, Urban Labs","33 N LaSalle St Suite 1600, Chicago, IL 60602",Chicago,41.882798,-87.632173,https://urbanlabs.uchicago.edu/labs/energy-environment
706,Academia/Research,, ,University of Illinois at Chicago Summer Institute of Sustainability & Energy,"845 W Taylor St, Chicago, IL 60607",Chicago,41.869014,-87.648209,https://uicsise.com/#welcome
707,Academia/Research,,,"University of Illinois at Chicago Symposium on Energy, Environment & Sustainability","601 S Morgan St, Chicago, IL 60642",Chicago,41.873763,-87.650993,https://chicagocause.wordpress.com/
708,Academia/Research,,,"University of Illinois at Chicago, Energy Resources Center","1309 S Halsted St Suite 205, Chicago, IL 60607",Chicago,41.865112,-87.646575,http://www.erc.uic.edu/
709,Academia/Research,,,"University of Illinois at Chicago, Great Cities Institute","412 S Peoria St Suite 400, Chicago, IL 60607",Chicago,41.876293,-87.649848,https://greatcities.uic.edu/
710,Accelerator/Incubator,Academia/Research,,"University of Illinois at Chicago, Innovation Center","1240 W Harrison St, Chicago, IL 60607",Chicago,41.875117,-87.658489,https://innovationcenter.uic.edu/
711,Academia/Research,,,"University of Illinois at Chicago, Office of Planning, Sustainability and Project Management","1140 S Paulina St 150 PSB, Chicago, IL 60612",Chicago,41.869794,-87.649634,https://sustainability.uic.edu/
712,Academia/Research,,,"University of Illinois at Chicago, Renewable Energy","845 W Taylor St, Chicago, IL 60607",Chicago,41.869014,-87.648209,https://phys.uic.edu/our-research/renewable-energy/
713,Oil and Gas,Generation/Transmission,Utility/Grid,University Park Energy LLC,"2635 Dralle Rd, University Park, IL 60484",University Park,41.441159,-87.754981,
714,Accelerator/Incubator,Academia/Research,,University Technology Park,"10 W 35th St, Chicago, IL 60616",Chicago,41.831629,-87.627186,https://www.iit.edu/utp
715,Energy Efficiency,Consulting,Utility/Grid,"Uptake Technologies, Inc.","600 W Chicago Ave Suite 350, Chicago, IL 60654",Chicago,41.897545,-87.643383,https://www.uptake.com/industry-solutions/energy
716,Oil and Gas,Manufacturing,Engineering,"US Global Petroleum, Inc.","9101 Fullerton Ave, Franklin Park, IL 60131",Franklin Park,41.921631,-87.853127,www.usglobalpetroleum.com
717,Coal,,,US Minerals,"18635 W Creek Dr, Tinley Park, IL 60477",Tinley Park,41.553246,-87.798875,https://www.us-minerals.com/
718,Enabling Technologies/Components,Oil and Gas,Chemistry,US Silica,"200 N LaSalle St Suite 2100, Chicago, IL 60601",Chicago,41.886067,-87.633022,https://www.ussilica.com/
719,Utility/Grid,,,Utilities Inc.,"500 W Monroe St, Chicago, IL 60661",Chicago,41.880839,-87.640763,
720,Energy Efficiency,Energy Systems/Management,Evaluation/Compliance,"Utilivate Technologies, LLC","2159 W Hastings St, Chicago, IL 60608",Chicago,41.863551,-87.680078,www.utilivate.com
721,Energy Efficiency,Energy Systems/Management,Evaluation/Compliance,"Utilivate Technologies, LLC","150 N Michigan Ave Suite 2800, Chicago, IL 60601",Chicago,41.884785,-87.624961,www.utilivate.com
722,Enabling Technologies/Components,Professional Services,,"VAFCON, Inc.","22591 Cottage Grove Ave, Steger, IL",Steger,41.47842,-87.588309,http://www.vafcon.com/line%20card%20page1.jpg
723,Nuclear,Engineering,Manufacturing,Val-Matic Valve & Mfg. Corporation,"905 Riverside Dr, Elmhurst, IL 60126",Elmhurst,41.871623,-87.95804,https://www.valmatic.com/
724,Utility/Grid,Oil and Gas,Professional Services,Vanguard Energy Solutions,"850 E Diehl Rd Suite 142, Naperville, IL 60563",Naperville,41.802956,-88.133393,https://www.vanguardenergy.net/
725,Enabling Technologies/Components,Chemistry,Circular Economy,Vantage Specialty Chemicals,"4650 S Racine Ave, Chicago, IL 60609",Chicago,41.809317,-87.655668,https://www.vantagegrp.com/webforward/industries
726,Security/Cybersecurity,Evaluation/Compliance,,"Vaporstream, Inc.","79 W Monroe Suite 900, Chicago, IL 60603",Chicago,41.880321,-87.630599,https://www.vaporstream.com/
727,Energy Efficiency,Wave/Water/Hydro,Professional Services,Veolia Environmental Services,"5137 Indianapolis Blvd, East Chicago, IN 46312",East Chicago,41.620038,-87.480446,https://www.veolianorthamerica.com/
728,Professional Services,Construction,,Verde Install,"2211 N Elston Ave Suite 208, Chicago, IL 60614",Chicago,41.922094,-87.672367,https://verdeinstall.com/
729,Consulting,Engineering,Energy Systems/Management,Verde Solutions,"2211 N Elston Ave Suite 208, Chicago, IL 60614",Chicago,41.922094,-87.672367,https://verdesolutions.com/
730,Oil and Gas,Biofuels,Manufacturing,Vertec BioSolvents Inc.,"1441 Branding Ln Suite 100, Downers Grove, IL 60515",Downers Grove,41.83109,-88.022934,http://www.vertecbiosolvents.com/
731,Wind,Professional Services,,Vestas Wind Systems,"8600 W Bryn Mawr Ave, Chicago, IL 60631",Chicago,41.983019,-87.842159,https://www.vestas.com/
732,Wave/Water/Hydro,Evaluation/Compliance,,Village of Glencoe Water Utility,"675 Village Ct, Glencoe, IL 60022
",Glencoe,42.133847,-87.757793,https://www.villageofglencoe.org/government/departments/public_works/water.php
733,Wave/Water/Hydro,Circular Economy,,Village of Minooka Utilities Department,"121 McEvilly Rd, Minooka, IL 60447",Minooka,41.448857,-88.260644,https://www.minooka.com/utilities-department-water-sewer-garbage/
734,Policy,Professional Services,Circular Economy,Village of Oak Park Environment & Energy Commission ,"Village Hall 123 Madison St, Oak Park, IL",Oak Park,41.879406,-87.778906,https://www.oak-park.us/your-government/citizen-commissions/environment-energy-commission
735,Professional Services,Construction,,Visco Electric LLC,"3N075 Woodcreek Ln, West Chicago, IL 60185",West Chicago,41.916636,-88.169043,https://pr.business/visco-electric-llc-west-chicago-illinois
736,Oil and Gas,Professional Services,,Viscosity Oil Company,"600 Joliet Rd Suite H, Willowbrook, IL 60527",Willowbrook,41.747578,-87.937999,http://viscosityoil.com/quality/
737,Enabling Technologies/Components,Storage,,Volta Energy Technologies,"28365 Davis Pkwy Suite 202, Warrenville, IL 60555",Warrenville,41.800816,-88.176262,https://plusvolta.com/
738,Wave/Water/Hydro,Evaluation/Compliance,,"Water Integrated Treatment Systems, LLC","1040 Maryland Ave, ​Dolton, IL 60419",​Dolton,41.627201,-87.59711,https://www.wateritsystems.com/
739,Wave/Water/Hydro,Professional Services,,Water Quality Association,"4151 Naperville Rd, Lisle, IL 60532",Lisle,41.810136,-88.115786,https://www.wqa.org/
740,Consulting,Construction,Professional Services,WCD Group,"1550 Hubbard Ave, Batavia, IL 60510
",Batavia,41.859092,-88.274846,https://www.wcdgroup.com/
741,Solar,Finance,Professional Services,WCP Solar,"1057 Shore Rd, Naperville, IL 60563",Naperville,41.787315,-88.227349,https://www.wcpsolar.com/?utm_source=GMBlisting&utm_medium=organic
742,Circular Economy,,,We Care Recycling ,"1001 Aucutt Rd, Montgomery, IL 60538",Montgomery,41.729435,-88.351712,https://wecarerecycling.neocities.org/
743,Environmental Remediation,Consulting,Engineering,Weaver Consultants Group  ,"35 E Wacker Dr, Chicago, IL 60601",Chicago,41.886577,-87.626694,https://www.wcgrp.com/
744,Energy Efficiency,Finance,Evaluation/Compliance,"WegoWise, Inc.","20 Ashburton Pl, Boston, MA 02108",Boston,42.358811,-71.062544,www.wegowise.com
745,Enabling Technologies/Components,Consulting,Marketing,"WESCO International, Inc.","200 Lies Rd Suite E, Carol Stream, IL 60188",Carol Stream,41.929859,-88.118308,https://www.wesco.com/
746,Coal,,,West Branch Coal Co,"20 E Jefferson Ave, Naperville, IL 60540
",Naperville,41.772678,-88.14704,
747,Consulting,Utility/Grid,Finance,West Monroe Partners,"222 W Adams St, Chicago, IL 60606",Chicago,41.879497,-87.634713,https://www.westmonroepartners.com/
748,Wave/Water/Hydro,,,West Suburban Water Commission,"7000 S Archer Rd, Bedford Park, IL 60458",Bedford Park,41.766626,-87.822313,http://www.willowsprings-il.gov/west-suburban-water-commission
749,Construction,Utility/Grid,Professional Services,Western Utility,"2240 S Union, Chicago, IL 60609",Chicago,41.822531,-87.643732,http://westernutility.com/about/
750,Consulting,Engineering,Professional Services,Willdan Energy Solutions,"445 N Wells St Suite 203, Chicago, IL 60654",Chicago,41.89057,-87.633804,http://www.willdan.com/
751,Consulting,Engineering,Professional Services,Willdan Energy Solutions,"4147 N Ravenswood Ave, Chicago, IL 60613",Chicago,41.957453,-87.673471,http://www.willdan.com/
752,Energy Efficiency,Engineering,Consulting,Willdan Energy Solutions,"445 N Wells Suite 203, Chicago, IL 60654",Chicago,41.890572,-87.633801,http://www.willdan.com/
753,Solar,Architecture/Design,Professional Services,Windfree Solar Co.,"5022 W Foster Ave, Chicago, IL 60630",Chicago,41.975588,-87.753814,https://www.windfree.us/
754,Solar,Wind,Professional Services,WindSoleil,"1715 Emerson St, Evanston, IL 60201",Evanston,42.052325,-87.696659,https://www.windsoleil.com/#windsoleil-home
755,Wind,Academia/Research,Professional Services,Winergy Group,"1401 Madeline Ln, Elgin, IL 60124",Elgin,42.066482,-88.34773,https://www.winergy-group.com/en/about-us
756,Solar,Wind,Professional Services,WinSol Power Company,"2031 Johns Dr, Glenview, IL 60025 ",Glenview,42.093073,-87.813358,https://www.winsolpc.com/
757,Law,,,Winston & Strawn LLP,"35 W Wacker Dr, Chicago, IL 60601",Chicago,41.886583,-87.629188,https://www.winston.com/en/
758,Nuclear,Engineering,Manufacturing,WITTENSTEIN North America,"1249 Humbracht Cir, Bartlett, IL 60103",Bartlett,41.977963,-88.216218,https://cyber-motor.wittenstein-us.com/
759,Circular Economy,Professional Services,,"WM Intellectual Property Holdings, LLC","3301 W 48th Pl, Chicago, IL 60632",Chicago,41.805122,-87.706347,https://www.wm.com/us/en/myhome
760,Consulting,Wind,,Wood McKenzie,"117 N Jefferson St Suite 400, Chicago, IL 60661",Chicago,41.883863,-87.642263,https://www.woodmac.com/our-expertise/capabilities/power-and-renewables/
761,Construction,Materials,,"Woodmac Industries, Inc.","3233 Holeman Ave, South Chicago Heights, IL 60411",South Chicago Heights,41.480695,-87.626119,http://www.woodmacind.com/
762,Enabling Technologies/Components,,,"Woofer Electronics Distributors, Inc. ","4970 N Elston Ave, Chicago, IL 60630",Chicago,41.970936,-87.745201,https://woofered.com/contact-us/
763,Consulting,Professional Services,Environmental Remediation,WRD Environmental,"445 N Sacramento Blvd Suite 201, Chicago, IL 60612",Chicago,41.889927,-87.700893,http://www.wrdenvironmental.com/
764,Consulting,Energy Systems/Management,Professional Services,WSP,"600 W Chicago Ave Suite 650, Chicago, IL 60654",Chicago,41.897641,-87.643394,https://www.wsp.com/en-US/services/sustainability-energy-and-climate-change
765,Consulting,Construction,Engineering,Wynndalco Enterprises,"400 N Michigan Ave Suite 500, Chicago, IL 60611",Chicago,41.889228,-87.624352,https://www.wynndalco.com/
766,Security/Cybersecurity,,,Xaptum,"541 N Fairbanks Ct Suite 2200, Chicago, IL 60611",Chicago,41.892236,-87.619843,https://www.xaptum.com/
767,Marketing,Media,Policy,Yelloblu,"657 W Lake St, Chicago, IL 60661",Chicago,41.885538,-87.644893,http://www.yelloblu.com/
768,Solar,Storage,Professional Services,YellowLite,"512 N McClurg Ct Suite 2207, Chicago, IL 60611",Chicago,41.891455,-87.618942,http://yellowlite.com
769,Storage,Engineering,,Zeus Battery Products,"191 Covington Dr, Bloomingdale, IL 60108",Bloomingdale,41.948,-88.123876,https://www.zeusbatteryproducts.com/
770,Utility/Grid,Oil and Gas,Generation/Transmission,Zion Energy Center,"5701 9th St, Zion, IL 60099",Zion,42.477009,-87.895654,http://www.calpine.com/zion-energy-center
771,Environmental Remediation,Professional Services,,Ziron Environmental Services,"302 E 25th St, Chicago Heights, IL 60411",Chicago Heights,41.492239,-87.624016,http://www.zesinc.com/
